genomeNo	speciesGenomeNo	taxonomy	lineage	biorank	D_name	catalogueGroup	catalogueName	quality	completeness	contamination	size	gc	contig	type	OTU	OTU_status	projectNo	sampleNo	runNo	tier	nDegKos	degKos	nDepolymeraseLoci	depolymeraseLoci	synthKos
GCMeta_00120620	GCMeta_00120620	g__Z2-YC6860	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Z2-YC6860;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	88.79	7.47	6038695	65.57	610	SPIRE	gcMeta_totalOTUv1.0_056774	representative	PRJNA518410	SAMN10863921	SRR8536189	1	2	K00019;K05973	1	1xK05973	K00023;K00626;K03821
GCMeta_00120642	GCMeta_00120642	g__SCGC-AG-212-J23	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	70.41	8.23	3377414	68.67	507	IMG/M	gcMeta_totalOTUv1.0_056795	representative	PRJNA741280	SAMN19865260	SRR15170210	1	2	K00019;K05973	1	1xK05973	K00023;K00626;K03821
GCMeta_00120661	GCMeta_00120661	g__PKWO01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PKWO01;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	88.43	4.48	5520107	57.64	792	IMG/M	gcMeta_totalOTUv1.0_056813	representative	PRJNA621432	SAMN14515665	SRR11672838	1	2	K00019;K05973	2	2xK05973	K00023;K00626;K03821
GCMeta_00120682	GCMeta_00120682	g__Pseudolabrys	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	80.18	1.05	3033008	60.97	317	IMG/M	gcMeta_totalOTUv1.0_056831	representative	PRJNA365523	SAMN06266397	SRR5456946	1	2	K00019;K05973	1	1xK05973	K00023;K00626
GCMeta_00120720	GCMeta_00120720	g__Pseudolabrys	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	56.14	3.4	3820519	58.9	546	IMG/M	gcMeta_totalOTUv1.0_056864	representative	PRJNA1016870	SAMN37388335	SRR26074691	1	2	K00019;K05973	1	1xK05973	K00023;K00626
GCMeta_00120721	GCMeta_00120721	g__Amaricoccus	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Amaricoccus;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	61.79	4.25	2537172	72.76	401	SPIRE	gcMeta_totalOTUv1.0_056865	representative	PRJNA518410	SAMN10863921	SRR8536189	1	2	K00019;K05973	1	1xK05973	K00023;K00626;K03821
GCMeta_00120723	GCMeta_00120723	g__Pseudoduganella	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pseudoduganella;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	97.08	3.63	6170492	63.97	88	IMG/M	gcMeta_totalOTUv1.0_056867	representative	PRJNA741280	SAMN19865260	SRR15170210	1	2	K00019;K05973	1	1xK05973	K00023;K00626;K03821
GCMeta_00120746	GCMeta_00120746	g__Phenylobacterium	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	50.47	0	2037671	71.01	384	IMG/M	gcMeta_totalOTUv1.0_056884	representative	PRJNA1017006	SAMN37388348	SRR26074824	1	2	K00019;K05973	1	1xK05973	K00023;K00626
GCMeta_00120791	GCMeta_00120791	g__Methyloceanibacter	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	95.08	0.4	2564051	63.98	196	IMG/M	gcMeta_totalOTUv1.0_056926	representative	PRJNA1016853	SAMN37387870	SRR26075152	1	2	K00019;K05973	1	1xK05973	K00023;K00626;K03821
GCMeta_00120820	GCMeta_00120820	g__Reyranella	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	98.64	5.53	7321067	65.81	749	SPIRE	gcMeta_totalOTUv1.0_056952	representative	PRJNA365519	SAMN06264607	SRR5456737	1	2	K00019;K05973	2	2xK05973	K00023;K00626;K03821
GCMeta_00120845	GCMeta_00120845	g__Noviherbaspirillum_A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Noviherbaspirillum_A;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	67.4	5.61	3850626	63.48	719	SPIRE	gcMeta_totalOTUv1.0_056972	representative	PRJNA539627	SAMN11532446	SRR9650392	1	2	K00019;K05973	2	2xK05973	K00023;K00626;K03821
GCMeta_00120871	GCMeta_00120871	s__Pseudolabrys sp025451355	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__Pseudolabrys sp025451355	species	Bacteria	Environments	Agricultural Soil	Medium-quality	87.16	2.4	4176839	59.17	497	IMG/M	gcMeta_totalOTUv1.0_030573	representative	PRJNA1016822	SAMN37388218	SRR26075070	1	2	K00019;K05973	2	2xK05973	K00023;K00626;K03821
GCMeta_00120894	GCMeta_00120894	g__Caulobacter	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	100	0.32	4717423	69.18	17	IMG/M	gcMeta_totalOTUv1.0_057018	representative	PRJNA741280	SAMN19865260	SRR15170210	1	2	K00019;K05973	1	1xK05973	K00023;K00626;K03821
GCMeta_00120899	GCMeta_00120899	g__Luteimonas_B	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas_B;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	73.85	2.68	1849962	68.07	353	SPIRE	gcMeta_totalOTUv1.0_057023	representative	PRJNA539624	SAMN11532597	SRR9650389	1	2	K00019;K05973	1	1xK05973	K00023;K00626;K03821
GCMeta_00120910	GCMeta_00120910	g__Usitatibacter	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Usitatibacteraceae;g__Usitatibacter;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	74.64	3.38	3357096	70.53	478	SPIRE	gcMeta_totalOTUv1.0_057033	representative	PRJNA365502	SAMN06266409	SRR5451719	1	2	K01907;K05973	1	1xK05973	K00023;K00626
GCMeta_00120922	GCMeta_00120922	g__Bradyrhizobium	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	73.51	4.59	4796911	61.88	650	SPIRE	gcMeta_totalOTUv1.0_057044	representative	PRJNA365500	SAMN06266408	SRR5451700	1	2	K00019;K05973	1	1xK05973	K00023;K00626;K03821
GCMeta_00120925	GCMeta_00120925	g__Z2-YC6860	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Z2-YC6860;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	67.98	1.99	2845907	63.64	193	SPIRE	gcMeta_totalOTUv1.0_057047	representative	PRJNA365500	SAMN06266408	SRR5451700	1	2	K00019;K05973	1	1xK05973	K00023;K00626;K03821
GCMeta_00120940	GCMeta_00120940	s__JAJFBM01 sp029266475	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__JAJFBM01;s__JAJFBM01 sp029266475	species	Bacteria	Environments	Agricultural Soil	High-quality	96.21	2.84	1867950	34.91	29	IMG/M	gcMeta_totalOTUv1.0_031192	representative	PRJNA741280	SAMN19865260	SRR15170210	1	2	K00019;K05973	1	1xK05973	K00023;K00626
GCMeta_00120972	GCMeta_00120972	g__JADGRB01	d__Bacteria;p__Myxococcota;c__Polyangia;o__Fen-1088;f__Fen-1088;g__JADGRB01;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	87.89	6.37	6817290	70.49	748	IMG/M	gcMeta_totalOTUv1.0_057089	representative	PRJNA1017072	SAMN37388399	SRR26077937	1	2	K00019;K05973	2	2xK05973	K00626
GCMeta_00120982	GCMeta_00120982	g__JAFKFI01	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__JAFKFI01;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	70.99	5.83	4055894	68.82	772	SPIRE	gcMeta_totalOTUv1.0_057099	representative	PRJNA539624	SAMN11532597	SRR9650389	1	2	K00019;K05973	1	1xK05973	K00023;K00626;K03821
GCMeta_00120986	GCMeta_00120986	g__CANJQJ01	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__CANJQJ01;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	88.34	2.26	2978553	62.06	299	IMG/M	gcMeta_totalOTUv1.0_057103	representative	PRJNA1017005	SAMN37388110	SRR26075018	1	2	K00019;K05973	2	2xK05973	K00023;K00626;K03821
GCMeta_00120991	GCMeta_00120991	g__Pseudolabrys	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	83.03	5.49	3395435	66.6	517	SPIRE	gcMeta_totalOTUv1.0_057108	representative	PRJNA365502	SAMN06266409	SRR5451719	1	2	K00019;K05973	1	1xK05973	K00023;K00626;K03821
GCMeta_00121018	GCMeta_00121018	g__UBA7672	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__UBA7672;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	85.55	4.29	4398570	64.27	596	SPIRE	gcMeta_totalOTUv1.0_057131	representative	PRJNA365506	SAMN06266412	SRR5452023	1	2	K00019;K05973	1	1xK05973	K00626
GCMeta_00121020	GCMeta_00121020	g__Telluria	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Telluria;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	95.38	0.85	4572587	61.01	37	IMG/M	gcMeta_totalOTUv1.0_057133	representative	PRJNA741280	SAMN19865260	SRR15170210	1	2	K00019;K05973	1	1xK05973	K00023;K00626;K03821
GCMeta_00121054	GCMeta_00121054	g__Palsa-892	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Palsa-892;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	91.72	2.29	2765671	64.2	129	IMG/M	gcMeta_totalOTUv1.0_057164	representative	PRJNA330436	SAMN05422203	SRR3989699	1	2	K01907;K05973	1	1xK05973	K00023;K00626;K03821
GCMeta_00121104	GCMeta_00121104	g__Brevundimonas	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	89.34	1.26	2442720	68.11	245	IMG/M	gcMeta_totalOTUv1.0_057211	representative	PRJNA368380	SAMN06269068	SRR6478672	1	2	K00019;K05973	1	1xK05973	K00023;K00626;K03821
GCMeta_00121110	GCMeta_00121110	g__Rhizomicrobium	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__	genus	Bacteria	Environments	Agricultural Soil	High-quality	100	1.81	3145404	61.58	95	SPIRE	gcMeta_totalOTUv1.0_057217	representative	PRJNA365512	SAMN06264316	SRR5452232	1	2	K00019;K05973	1	1xK05973	K00023;K00626
GCMeta_00121112	GCMeta_00121112	g__Pseudolabrys	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	81.62	1.74	2955319	60.81	77	IMG/M	gcMeta_totalOTUv1.0_057219	representative	PRJNA1016830	SAMN37387927	SRR26075153	1	2	K00019;K05973	2	2xK05973	K00023;K00626
GCMeta_00121114	GCMeta_00121114	g__BOG-931	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__BOG-931;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	55.83	6.38	1716885	61.83	286	IMG/M	gcMeta_totalOTUv1.0_057221	representative	PRJNA1017016	SAMN37388400	SRR26077926	1	2	K00019;K05973	1	1xK05973	K00626;K03821
GCMeta_00121123	GCMeta_00121123	g__PMG-095	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__PMG-095;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	83.77	9.33	8592123	67.46	1336	SPIRE	gcMeta_totalOTUv1.0_057227	representative	PRJNA502506	SAMN10351190	SRR8439262	1	2	K00019;K05973	1	1xK05973	K00626
GCMeta_00121139	GCMeta_00121139	g__PMG-095	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__PMG-095;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	82.2	6.94	9170941	66.82	733	IMG/M	gcMeta_totalOTUv1.0_057242	representative	PRJNA741280	SAMN19865260	SRR15170210	1	2	K01907;K05973	1	1xK05973	K00626
GCMeta_00121153	GCMeta_00121153	g__Rhodanobacter	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__	genus	Bacteria	Environments	Agricultural Soil	Low-quality	72.84	10	3330762	67.66	585	SPIRE	gcMeta_totalOTUv1.0_057256	representative	PRJNA365503	SAMN06266410	SRR5451736	1	2	K05973;K07518	1	1xK05973	K00023;K00626
GCMeta_00121166	GCMeta_00121166	g__Noviherbaspirillum	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Noviherbaspirillum;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	67.24	0	5996810	56.42	195	IMG/M	gcMeta_totalOTUv1.0_057269	representative	PRJNA741280	SAMN19865260	SRR15170210	1	2	K01907;K05973	1	1xK05973	K00023;K00626;K03821
GCMeta_00160509	GCMeta_00160509	s__Methylobacterium brachiatum	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium brachiatum	species	Bacteria	Wild Animals	Turkey Gut	Medium-quality	99.68	0.0	5930882	69.75	77	gcMeta	gcMeta_totalOTUv1.0_030316	representative	PRJEB39685	SAMEA7112061	ERR4398722	1	2	K00019;K05973	2	2xK05973	K00023;K00626;K03821
GCMeta_00160514	GCMeta_00160514	s__Luteimonas_D excrementigallinarum	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas_D;s__Luteimonas_D excrementigallinarum	species	Bacteria	Wild Animals	Turkey Gut	Medium-quality	62.80	1.592	1731397	68.84	893	gcMeta	gcMeta_totalOTUv1.0_035910	member	PRJEB39685	SAMEA7112074	ERR4398735	1	2	K05973;K07518	1	1xK05973	
GCMeta_00160633	GCMeta_00160633	g__Pelistega	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pelistega;s__	genus	Bacteria	Wild Animals	Turkey Gut	Medium-quality	96.41	0.0	2668314	42.14	61	gcMeta	gcMeta_totalOTUv1.0_057857	representative	PRJNA590085	SAMN13387555	SRR10800397	1	2	K00019;K05973	1	1xK05973	K00023;K00626
GCMeta_00161010	GCMeta_00161010	g__Pelistega	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pelistega;s__	genus	Bacteria	Wild Animals	Turkey Gut	Medium-quality	96.71	2.463	2266488	41.79	44	gcMeta	gcMeta_totalOTUv1.0_041156	member	PRJNA590085	SAMN13387555	SRR10800397	1	2	K00019;K05973	1	1xK05973	K00023;K00626
GCMeta_00180011	GCMeta_00180011	g__Polynucleobacter	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter;s__	genus	Bacteria	Wild Animals	Giant panda Gut	High-quality	99.86	0.309	1908028	46.19	4	gcMeta	gcMeta_totalOTUv1.0_057921	representative	PRJNA872265	SAMN30450074	SRR21291464	1	2	K00019;K05973	1	1xK05973	K00023;K00626;K03821
GCMeta_00180063	GCMeta_00180063	s__Pseudomonas_E sp014851865	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp014851865	species	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	58.79	5.517	4809459	63.31	843	gcMeta	gcMeta_totalOTUv1.0_035266	representative	PRJNA872265	SAMN30450056	SRR21291484	1	2	K22249;K22250	3	2xK22249,1xK22250	K00626;K03821
GCMeta_00180087	GCMeta_00180087	g__Rhodoferax	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__	genus	Bacteria	Wild Animals	Giant panda Gut	High-quality	94.71	1.607	4173838	59.26	114	gcMeta	gcMeta_totalOTUv1.0_057953	representative	PRJNA750776	SAMN20491969	SRR15306717	1	2	K00019;K05973	1	1xK05973	K00023;K00626;K03821
GCMeta_00180192	GCMeta_00180192	s__Oligella ureolytica	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Oligella;s__Oligella ureolytica	species	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	95.71	2.025	2150510	44.9	318	gcMeta	gcMeta_totalOTUv1.0_032411	member	PRJNA477424	SAMN09641541	SRR7532958	1	2	K00019;K05973	1	1xK05973	K00023;K00626;K03821
GCMeta_00180201	GCMeta_00180201	g__Lampropedia	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Lampropedia;s__	genus	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	95.42	0.358	3453567	55.82	286	gcMeta	gcMeta_totalOTUv1.0_058015	representative	PRJNA872265	SAMN30450089	SRR21291448	1	2	K00019;K05973	1	1xK05973	K00023;K00626;K03821
GCMeta_00180251	GCMeta_00180251	g__Pseudomonas_E	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__	genus	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	90.18	8.767	5684927	62.8	348	gcMeta	gcMeta_totalOTUv1.0_058040	representative	PRJNA750776	SAMN20491969	SRR15306717	1	2	K00019;K22250	1	1xK22250	K00626;K03821
GCMeta_00180253	GCMeta_00180253	g__JAFAFE01	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__JAFAFE01;s__	genus	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	86.93	3.194	2603896	57.81	535	gcMeta	gcMeta_totalOTUv1.0_058041	representative	PRJNA872265	SAMN30450023	SRR21291521	1	2	K00019;K05973	1	1xK05973	K00626;K03821
GCMeta_00180267	GCMeta_00180267	g__Paenalcaligenes	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paenalcaligenes;s__	genus	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	97.46	0.473	2302475	45.96	108	gcMeta	gcMeta_totalOTUv1.0_058045	representative	PRJNA872265	SAMN30450044	SRR21291497	1	2	K00019;K05973	1	1xK05973	K00023;K00626
GCMeta_00180274	GCMeta_00180274	g__Herbaspirillum	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herbaspirillum;s__	genus	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	84.82	3.448	5132806	58.04	48	gcMeta	gcMeta_totalOTUv1.0_058050	representative	PRJNA750776	SAMN20491969	SRR15306717	1	2	K00019;K05973	2	2xK05973	K00023;K00626;K03821
GCMeta_00180289	GCMeta_00180289	g__Polaromonas	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__	genus	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	53.85	5.263	3788970	60.1	798	gcMeta	gcMeta_totalOTUv1.0_058060	representative	PRJNA750776	SAMN20491969	SRR15306717	1	2	K00019;K05973	2	2xK05973	K00023;K00626;K03821
GCMeta_00180321	GCMeta_00180321	g__Bosea	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Bosea;s__	genus	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	53.00	3.243	2143123	62.48	753	gcMeta	gcMeta_totalOTUv1.0_058077	representative	PRJNA872265	SAMN30450038	SRR21291504	1	2	K00019;K05973	1	1xK05973	K00023
GCMeta_00180323	GCMeta_00180323	g__Comamonas	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__	genus	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	54.38	1.163	2037392	57.9	474	gcMeta	gcMeta_totalOTUv1.0_058078	representative	PRJNA872265	SAMN30450090	SRR21291447	1	2	K00019;K05973	1	1xK05973	K00023;K00626;K03821
GCMeta_00180333	GCMeta_00180333	g__Paenalcaligenes	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paenalcaligenes;s__	genus	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	90.68	0.423	2113431	46.72	290	gcMeta	gcMeta_totalOTUv1.0_058084	representative	PRJNA477424	SAMN09641542	SRR7533024	1	2	K00019;K05973	1	1xK05973	
GCMeta_00180359	GCMeta_00180359	s__Blastomonas ursincola	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Blastomonas;s__Blastomonas ursincola	species	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	98.90	0.511	3946719	64.66	215	gcMeta	gcMeta_totalOTUv1.0_031473	member	PRJNA475184	SAMN09388968	SRR7340332	1	2	K00019;K05973	1	1xK05973	K00023;K00626;K03821
GCMeta_00180364	GCMeta_00180364	g__Paracoccus	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__	genus	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	84.51	2.000	3541168	64.23	549	gcMeta	gcMeta_totalOTUv1.0_058102	representative	PRJNA872265	SAMN30450056	SRR21291484	1	2	K00019;K05973	1	1xK05973	K00023;K00626;K03821
GCMeta_00180387	GCMeta_00180387	s__Comamonas denitrificans_A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__Comamonas denitrificans_A	species	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	94.52	0.945	2985715	60.91	64	gcMeta	gcMeta_totalOTUv1.0_032132	member	PRJNA872265	SAMN30450044	SRR21291497	1	2	K00019;K05973	1	1xK05973	K00023;K00626;K03821
GCMeta_00180397	GCMeta_00180397	s__Paenalcaligenes sp012839585	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paenalcaligenes;s__Paenalcaligenes sp012839585	species	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	95.42	2.448	2321593	49.18	231	gcMeta	gcMeta_totalOTUv1.0_032450	representative	PRJNA477424	SAMN09641629	SRR7533040	1	2	K00019;K05973	1	1xK05973	K00023;K03821
GCMeta_00180421	GCMeta_00180421	g__Asticcacaulis	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Asticcacaulis;s__	genus	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	99.67	1.617	4171273	58.8	42	gcMeta	gcMeta_totalOTUv1.0_058128	representative	PRJNA750776	SAMN20491969	SRR15306717	1	2	K00019;K05973	1	1xK05973	K00023;K00626;K03821
GCMeta_00180422	GCMeta_00180422	g__Achromobacter_A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Achromobacter_A;s__	genus	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	96.04	0.191	4956934	58.79	167	gcMeta	gcMeta_totalOTUv1.0_058129	representative	PRJNA475184	SAMN09388979	SRR7340344	1	2	K00019;K05973	1	1xK05973	K00023;K00626;K03821
GCMeta_00180472	GCMeta_00180472	s__Brevundimonas nasdae	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__Brevundimonas nasdae	species	Bacteria	Wild Animals	Giant panda Gut	High-quality	100.0	0.649	3570763	65.54	37	gcMeta	gcMeta_totalOTUv1.0_029345	representative	PRJNA872265	SAMN30450083	SRR21291455	1	2	K00019;K05973	1	1xK05973	K00023;K00626;K03821
GCMeta_00180529	GCMeta_00180529	g__JAGOEY01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JAGOEY01;s__	genus	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	52.65	8.956	4360104	61.89	1344	gcMeta	gcMeta_totalOTUv1.0_058194	representative	PRJNA750776	SAMN20491969	SRR15306717	1	2	K01907;K05973	1	1xK05973	K00626;K03821
