ko	genomeId	locusid	contigId	sStart	eEnd	orient	gtdb_mini_taxonomy	gtdb_lineage
K05973	GCMeta_00787134	FFJJMLLI_01073	NODE_20264_length_2966_cov_5.752662	352	1596	-	CADCVW01	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__CADCVW01;s__
K05973	GCMeta_01335652	FFKBIKLE_00468	GCMeta_01335652_00008	55780	57006	-	Zwartia	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Zwartia;s__
K05973	GCMeta_01273466	FFMIEKJH_01131	GCMeta_01273466_00044	16685	18010	-	JAHQVI01	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__JAHQVI01;s__
K05973	GCMeta_01137288	FFNHOHHF_03335	GCMeta_01137288_00145	4155	5453	+	Roseovarius atlanticus	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius atlanticus
K05973	GCMeta_00541288	FFNOOBDO_00337	GCMeta_00541288_00058	2788	4131	-	Brevundimonas	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__
K05973	GCMeta_01341635	FFOCNBFC_00085	GCMeta_01341635_00006	11156	12412	-	GCA-2402195	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__GCA-2402195;s__
K05973	GCMeta_01323262	FFPBJBIH_01299	GCMeta_01323262_00058	805	2145	+	Limnohabitans	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans;s__
K05973	GCMeta_01264396	FGAGCKMP_00247	GCMeta_01264396_00003	17713	18933	+	Aestuariivirga	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Aestuariivirga;s__
K05973	GCMeta_00781086	FGBDEAIA_02084	NODE_661_length_17394_cov_6.158833	4725	6026	-	Rhodanobacter	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__
K05973	GCMeta_00793941	FGBNGHBA_01493	NODE_303_length_42384_cov_7.219070	22955	24184	-	Oceanibaculum nanhaiense	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Oceanibaculales;f__Oceanibaculaceae;g__Oceanibaculum;s__Oceanibaculum nanhaiense
K05973	GCMeta_01339821	FGCLBNKE_01417	GCMeta_01339821_00186	1870	3285	+	Limnohabitans_A sp947454355	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans_A;s__Limnohabitans_A sp947454355
K05973	GCMeta_01086385	FGCLNONI_01571	GCMeta_01086385_00331	272	1528	-	M30B80 sp018401385	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__M30B80;s__M30B80 sp018401385
K05973	GCMeta_01331689	FGCNAPED_01866	GCMeta_01331689_00040	7960	9225	+	BOG-938 sp947475845	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__BOG-938;s__BOG-938 sp947475845
K05973	GCMeta_01165484	FGDFMACP_02528	GCMeta_01165484_00236	2006	3940	+	Alloalcanivorax sp009711585	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Alloalcanivorax;s__Alloalcanivorax sp009711585
K05973	GCMeta_01302313	FGDMMIFH_01016	GCMeta_01302313_00028	1897	3327	+	Micavibrionaceae	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__;s__
K05973	GCMeta_01250297	FGEGOHIL_00955	GCMeta_01250297_00033	9684	10928	-	Novosphingobium	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
K05973	GCMeta_01340459	FGFGPPBM_00817	GCMeta_01340459_00010	33881	35224	-	Rubrivivax sp023657425	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__Rubrivivax sp023657425
K05973	GCMeta_01332579	FGGBGNKK_00990	GCMeta_01332579_00007	34934	36199	-	Phenylobacterium	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__
K05973	GCMeta_00780527	FGGGAENE_01615	NODE_40_length_248960_cov_16.409988	36497	37819	-	JAGXFR01 sp024637155	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JAGXFR01;s__JAGXFR01 sp024637155
K05973	GCMeta_00780527	FGGGAENE_01615	NODE_40_length_248960_cov_16.409988	36497	37819	-	JAGXFR01 sp024637155	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JAGXFR01;s__JAGXFR01 sp024637155
K05973	GCMeta_00781729	FGHAKJHF_00062	NODE_3140_length_45830_cov_16.668618	25046	26278	+	CAMDGX01	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAMDGX01;s__
K05973	GCMeta_01252432	FGHFDFIJ_01999	GCMeta_01252432_00094	3683	4909	+	Zwartia	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Zwartia;s__
K05973	GCMeta_02133825	FGHKAHAD_00385	GCMeta_02133825_00010	9963	11249	-	Luteimonas_D colneyensis	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas_D;s__Luteimonas_D colneyensis
K05973	GCMeta_01297684	FGHLKJGJ_00415	GCMeta_01297684_00001	420801	422021	-	Reyranella sp945957355	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__Reyranella sp945957355
K05973	GCMeta_01297684	FGHLKJGJ_04992	GCMeta_01297684_00020	77838	79049	-	Reyranella sp945957355	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__Reyranella sp945957355
K05973	GCMeta_00541178	FGHPFHEA_04243	GCMeta_00541178_00022	872	2083	+	Reyranella	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__
K05973	GCMeta_00541178	FGHPFHEA_05420	GCMeta_00541178_00054	7012	8232	-	Reyranella	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__
K05973	GCMeta_02136851	FGIIBFBG_01167	GCMeta_02136851_00002	509219	510499	+	Mycoplana sp023404095	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mycoplana;s__Mycoplana sp023404095
K05973	GCMeta_01205485	FGJJPKOC_00842	GCMeta_01205485_00006	12298	13521	-	Sphingobium sp001713415	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__Sphingobium sp001713415
K05973	GCMeta_02322987	FGJMJPIH_01285	GCMeta_02322987_00116	6565	7884	+	Methylobacterium tardum	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium tardum
K05973	GCMeta_02322987	FGJMJPIH_01385	GCMeta_02322987_00128	6367	7644	-	Methylobacterium tardum	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium tardum
K05973	GCMeta_03331728	FGKOBFKL_01811	GCMeta_03331728_00016	4335	5552	+	Sphingomonas pseudosanguinis	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas pseudosanguinis
K05973	GCMeta_00793098	FGMICCKG_00865	NODE_372_length_22070_cov_4.025891	10238	11539	+	Hyphomonas sp000682775	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas sp000682775
K05973	GCMeta_01312188	FGMNFGFD_01820	GCMeta_01312188_00089	3494	4909	+	Comamonas jiangduensis	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__Comamonas jiangduensis
K05973	GCMeta_00797527	FGNIEBPI_01957	NODE_11_length_427909_cov_35.020626	55467	56747	+	Pseudophaeobacter_A sp027019165	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudophaeobacter_A;s__Pseudophaeobacter_A sp027019165
K05973	GCMeta_00051858	FGNJALOB_00018	NODE_72_length_84138_cov_9.754849	17154	18467	-	Stenotrophomonas koreensis	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas koreensis
K05973	GCMeta_02135059	FGPBNBHG_00758	GCMeta_02135059_00013	21646	22950	-	Ramlibacter sp023438115	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ramlibacter;s__Ramlibacter sp023438115
K05973	GCMeta_01162642	FGPGGIPL_00904	GCMeta_01162642_00004	175189	176526	+	Pseudooceanicola sp002709085	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudooceanicola;s__Pseudooceanicola sp002709085
K05973	GCMeta_01260574	FHAIANPJ_04092	GCMeta_01260574_00414	1048	2280	-	SHXR01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SHXR01;s__
K05973	GCMeta_00120238	FHBNNLAO_00713	GCMeta_00120238_00034	13613	14824	-	Usitatibacter	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Usitatibacteraceae;g__Usitatibacter;s__
K05973	GCMeta_00360096	FHCEGJLP_01343	GCMeta_00360096_00146	418	1668	+	Sphingomonas sp003355005	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas sp003355005
K05973	GCMeta_00813915	FHCEMOHO_01115	k141_20162315	594	1868	+	HIMB11	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__
K05973	GCMeta_00180274	FHCHNAPF_02999	GCMeta_00180274_00029	61122	62357	-	Herbaspirillum	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herbaspirillum;s__
K05973	GCMeta_00180274	FHCHNAPF_04235	GCMeta_00180274_00045	14830	16239	-	Herbaspirillum	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herbaspirillum;s__
K05973	GCMeta_01308111	FHDEIFBC_00231	GCMeta_01308111_00011	11791	12999	-	Burkholderiaceae	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__
K05973	GCMeta_01308111	FHDEIFBC_03349	GCMeta_01308111_00469	2496	3875	+	Burkholderiaceae	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__
K05973	GCMeta_00799620	FHDFPHNO_01292	NODE_280_length_53739_cov_6.857518	31812	33110	+	Caldimonas manganoxidans	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Caldimonas;s__Caldimonas manganoxidans
K05973	GCMeta_01084822	FHEAAPLO_01053	GCMeta_01084822_00116	407	1633	-	CAIYCT01	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__CAIYCT01;s__
K05973	GCMeta_00797720	FHECBECL_00468	NODE_75_length_160784_cov_17.134637	146682	148166	+	UBA1672 sp026989265	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__UBA1672;s__UBA1672 sp026989265
K05973	GCMeta_00601558	FHEINPCB_01988	GCMeta_00601558_00258	1492	2748	-	Aquabacterium sp001770725	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium;s__Aquabacterium sp001770725
K05973	GCMeta_00601558	FHEINPCB_03085	GCMeta_00601558_00591	37	1287	+	Aquabacterium sp001770725	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium;s__Aquabacterium sp001770725
K05973	GCMeta_00540512	FHEMOBNF_02635	GCMeta_00540512_00016	32123	33358	+	Limnobacter sp000170915	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter;s__Limnobacter sp000170915
K05973	GCMeta_00787593	FHFAKBKH_02543	NODE_5133_length_42494_cov_32.595679	21585	22802	-	SG8-41	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__;s__
K05973	GCMeta_00360037	FHFBKABF_00811	GCMeta_00360037_00112	2514	3857	+	Pseudolabrys	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__
K05973	GCMeta_00360037	FHFBKABF_01679	GCMeta_00360037_00361	101	1318	-	Pseudolabrys	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__
K05973	GCMeta_01251989	FHFHGBPD_00796	GCMeta_01251989_00116	59	1147	+	SYFN01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__SYFN01;s__
K05973	GCMeta_00106741	FHFJDNPM_04146	k141_9452157	262909	264186	+	Phyllobacterium calauticae	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Phyllobacterium;s__Phyllobacterium calauticae
K05973	GCMeta_01195671	FHGKPCEM_00468	GCMeta_01195671_00013	8434	9690	-	Aquabacterium commune	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium;s__Aquabacterium commune
K05973	GCMeta_01195671	FHGKPCEM_01974	GCMeta_01195671_00080	3859	5109	-	Aquabacterium commune	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium;s__Aquabacterium commune
K05973	GCMeta_00542768	FHGMEDMD_01082	GCMeta_00542768_00095	4735	5985	-	JAEZQR01	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__JAEZQR01;s__
K05973	GCMeta_01323558	FHHPPHJB_01777	GCMeta_01323558_00356	569	1822	-	CAISGS01	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAISGS01;s__
K05973	GCMeta_01305495	FHIHNDIO_01631	GCMeta_01305495_00027	21723	23333	+	Ottowia oryzae	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ottowia;s__Ottowia oryzae
K05973	GCMeta_01288477	FHIPAILF_01064	GCMeta_01288477_00018	3103	4518	-	PBB1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PBB1;s__
K05973	GCMeta_01288477	FHIPAILF_01501	GCMeta_01288477_00029	26670	27935	+	PBB1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PBB1;s__
K05973	GCMeta_01311315	FHJBMGPI_00414	GCMeta_01311315_00023	10142	11494	+	Ottowia	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ottowia;s__
K05973	GCMeta_00800952	FHJGDAGI_00817	NODE_216_length_80067_cov_12.901390	74103	75341	+	Wenzhouxiangella	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__
K05973	GCMeta_01303211	FHKIPFHA_01685	GCMeta_01303211_00070	5147	6472	+	SCUB01	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__SCUB01;s__
K05973	GCMeta_01324675	FHLPJHOG_01964	GCMeta_01324675_00068	8047	9408	+	Rhodoferax_C sp903924955	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax_C;s__Rhodoferax_C sp903924955
K05973	GCMeta_00781569	FHMLFFIJ_02569	NODE_7474_length_27202_cov_9.641949	12497	13777	+	Rhodobacteraceae	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__
K05973	GCMeta_01215570	FHNNMBHE_01103	GCMeta_01215570_00003	164798	166111	+	Nocardioides sp030518195	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides sp030518195
K05973	GCMeta_01341323	FHNPOPFJ_00053	GCMeta_01341323_00001	55364	56692	+	CANJGB01 sp947473805	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Ferrovibrionales;f__Ferrovibrionaceae;g__CANJGB01;s__CANJGB01 sp947473805
K05973	GCMeta_01341323	FHNPOPFJ_02957	GCMeta_01341323_00037	14590	15825	-	CANJGB01 sp947473805	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Ferrovibrionales;f__Ferrovibrionaceae;g__CANJGB01;s__CANJGB01 sp947473805
K05973	GCMeta_00808513	FHOABCIP_01083	NODE_5401_length_17872_cov_6.286356	8364	9590	+	JAJYRX01 sp027324645	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JAJYRX01;s__JAJYRX01 sp027324645
K05973	GCMeta_00620162	FHOGPNJJ_01275	GCMeta_00620162_00108	2198	3517	-	Pelomonas sp021353235	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pelomonas;s__Pelomonas sp021353235
K05973	GCMeta_01086414	FHOIJONF_00584	GCMeta_01086414_00004	69318	70625	+	Loktanella	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Loktanella;s__
K05973	GCMeta_00541206	FHPINDEL_00057	GCMeta_00541206_00001	69455	70690	-	Noviherbaspirillum_A suwonense	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Noviherbaspirillum_A;s__Noviherbaspirillum_A suwonense
K05973	GCMeta_00541206	FHPINDEL_02782	GCMeta_00541206_00089	8519	9748	+	Noviherbaspirillum_A suwonense	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Noviherbaspirillum_A;s__Noviherbaspirillum_A suwonense
K05973	GCMeta_02136146	FHPNKMCH_01991	GCMeta_02136146_00014	61622	62854	+	Agrobacterium tomkonis	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium;s__Agrobacterium tomkonis
K05973	GCMeta_01329606	FIABGHMB_00520	GCMeta_01329606_00040	3215	4441	-	Zwartia parapertussis_B	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Zwartia;s__Zwartia parapertussis_B
K05973	GCMeta_00816656	FIADMMAO_00435	NODE_165_length_53300_cov_10.174364	30283	31578	-	Saliniramus sp003567055	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Saliniramus;s__Saliniramus sp003567055
K05973	GCMeta_00785124	FIAIAGBM_00974	NODE_410_length_25414_cov_19.183367	95	1312	-	Marinobacter	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__
K05973	GCMeta_01245271	FIAIHDCC_00235	GCMeta_01245271_00003	57849	59405	+	Neptunomonas phycophila	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Neptunomonas;s__Neptunomonas phycophila
K05973	GCMeta_01297490	FIANNOHI_00772	GCMeta_01297490_00020	4780	6054	+	TMP-24	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__TMP-24;s__
K05973	GCMeta_01264419	FICLIICN_01090	GCMeta_01264419_00122	3497	4690	-	JAABQT01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__JAABQT01;s__
K05973	GCMeta_02134981	FIDCPHJD_02609	GCMeta_02134981_00031	47215	48426	+	Ga0077530 sp023387235	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Ga0077530;s__Ga0077530 sp023387235
K05973	GCMeta_02134981	FIDCPHJD_03434	GCMeta_02134981_00051	13585	15099	+	Ga0077530 sp023387235	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Ga0077530;s__Ga0077530 sp023387235
K05973	GCMeta_01212420	FIDINMHI_00757	GCMeta_01212420_00020	16239	17471	+	CALGNO01	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__CALGNO01;s__
K05973	GCMeta_01336066	FIEGDLJO_00605	GCMeta_01336066_00022	7705	9075	-	Rhodoferax sp903897005	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__Rhodoferax sp903897005
K05973	GCMeta_00541721	FIFABMND_00716	GCMeta_00541721_00092	3995	5290	+	Rubrivivax	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__
K05973	GCMeta_01254140	FIFFNEEE_01887	GCMeta_01254140_00005	158700	159917	-	Rhodoferax_C sp001795455	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax_C;s__Rhodoferax_C sp001795455
K05973	GCMeta_01254140	FIFFNEEE_02753	GCMeta_01254140_00013	5833	7272	-	Rhodoferax_C sp001795455	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax_C;s__Rhodoferax_C sp001795455
K05973	GCMeta_01124218	FIFLEKHF_00950	GCMeta_01124218_00028	3975	5723	-	UBA1672	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__UBA1672;s__
K05973	GCMeta_01264644	FIFNOGPK_01016	GCMeta_01264644_00053	4504	5757	+	JACQAP01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__JACQAP01;g__JACQAP01;s__
K05973	GCMeta_00200123	FIFPNKIB_00193	GCMeta_00200123_00005	12733	13953	+	Reyranella	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__
K05973	GCMeta_01335461	FIGBPPEG_01764	GCMeta_01335461_00021	132	1562	+	Limnohabitans_A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans_A;s__
K05973	GCMeta_01280297	FIGDPFNI_01119	GCMeta_01280297_00022	28445	29743	+	TNE-4	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__TNE-4;s__
K05973	GCMeta_01127455	FIGIKLHH_00064	GCMeta_01127455_00003	11061	12290	-	MED-G52 sp001627925	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__MED-G52;s__MED-G52 sp001627925
K05973	GCMeta_01342721	FIGKFABC_04075	GCMeta_01342721_00105	10382	11665	-	Phaeospirillum	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__Phaeospirillum;s__
K05973	GCMeta_01138849	FIGMKJDF_02474	GCMeta_01138849_00023	35409	36713	+	Parvibaculum	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;g__Parvibaculum;s__
K05973	GCMeta_01263026	FIGNDMPJ_01511	GCMeta_01263026_00067	10314	11600	-	JANYHF01	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__JANYHF01;s__
K05973	GCMeta_00542522	FIKFNJHA_02098	GCMeta_00542522_00010	100394	101620	+	Achromobacter xylosoxidans	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Achromobacter;s__Achromobacter xylosoxidans
K05973	GCMeta_01336645	FIKODGHG_00424	GCMeta_01336645_00024	12087	13559	+	Rhodoferax_C	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax_C;s__
K05973	GCMeta_00120151	FILGGGIP_02353	GCMeta_00120151_00490	2227	3522	-	Phenylobacterium	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__
K05973	GCMeta_01339292	FILLGFED_01085	GCMeta_01339292_00007	90887	92131	-	Erythrobacter sp903934325	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter;s__Erythrobacter sp903934325
K05973	GCMeta_00440058	FIMBJGEH_03251	GCMeta_00440058_00391	1417	2664	+	Luteimonas_D	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas_D;s__
K05973	GCMeta_01265921	FINGFKIG_01396	GCMeta_01265921_00110	4042	5295	+	JACQAP01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__JACQAP01;g__JACQAP01;s__
